"participant","condition","condition_numeric","session_number","time","rand_int","rand_slope_cond","rand_slope_order","rand_slope_time","rand_slope_interaction","error_term","effort"
"p02","control",0,1,23,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,-0.0110160285576077,7
"p02","control",0,1,24,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,-0.147605764218217,8
"p02","support",1,2,1,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,-0.113891470913876,1
"p02","support",1,2,2,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,-0.0687473194979918,2
"p02","support",1,2,3,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,0.0408301175602446,2
"p02","support",1,2,4,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,-0.180772722434931,2
"p02","support",1,2,5,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,0.0893519707732281,3
"p02","support",1,2,6,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,-0.11344351081395,3
"p02","support",1,2,7,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,-0.0433268689067525,3
"p02","support",1,2,8,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,0.0978443448323728,3
"p02","support",1,2,9,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,-0.074055498413064,3
"p02","support",1,2,10,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,-0.053994676443781,4
"p02","support",1,2,11,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,-0.0753020409422605,4
"p02","support",1,2,12,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,0.0956879935562105,4
"p02","support",1,2,13,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,-0.0577488334727168,4
"p02","support",1,2,14,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,-0.1500537779622,5
"p02","support",1,2,15,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,-0.0636267730226943,5
"p02","support",1,2,16,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,0.00804597610046573,5
"p02","support",1,2,17,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,-0.12665463462287,5
"p02","support",1,2,18,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,0.0795380763009516,6
"p02","support",1,2,19,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,0.105199748265281,6
"p02","support",1,2,20,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,0.0515801322955618,6
"p02","support",1,2,21,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,0.0405026329302996,7
"p02","support",1,2,22,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,0.12680936177546,7
"p02","support",1,2,23,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,0.102310436157795,7
"p02","support",1,2,24,-0.0533519751873932,0.255368029897908,0.00805482268470725,-0.015238376323733,0.00775819803684019,-0.101249657793074,7
"p03","control",0,1,1,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.0701006707548966,1
"p03","control",0,1,2,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.0256489804675882,1
"p03","control",0,1,3,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.10883465846768,1
"p03","control",0,1,4,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.0475605073732874,2
"p03","control",0,1,5,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.122614736747776,2
"p03","control",0,1,6,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.00787359032298088,2
"p03","control",0,1,7,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.184649899525628,2
"p03","control",0,1,8,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.130905043623525,3
"p03","control",0,1,9,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.0415777415384352,3
"p03","control",0,1,10,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.00213661575854915,3
"p03","control",0,1,11,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.128905823599059,4
"p03","control",0,1,12,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.0195594742001527,4
"p03","control",0,1,13,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.104239287534237,4
"p03","control",0,1,14,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.0582165977530749,4
"p03","control",0,1,15,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.110272190832459,5
"p03","control",0,1,16,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.0674840730603688,5
"p03","control",0,1,17,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.0512546843210561,5
"p03","control",0,1,18,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.0176548188442244,5
"p03","control",0,1,19,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.144567473648401,6
"p03","control",0,1,20,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.0466484355603025,6
"p03","control",0,1,21,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.0726721467257673,6
"p03","control",0,1,22,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.00190713664219444,7
"p03","control",0,1,23,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.00305889497349834,7
"p03","control",0,1,24,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.0596625051204437,7
"p03","support",1,2,1,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.124472616619802,1
"p03","support",1,2,2,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.0361668481436138,1
"p03","support",1,2,3,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.0932960294729363,1
"p03","support",1,2,4,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.0847740626030148,1
"p03","support",1,2,5,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.0384961284097278,2
"p03","support",1,2,6,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.0854356702060897,2
"p03","support",1,2,7,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.00747473570394019,2
"p03","support",1,2,8,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.0527040368256152,3
"p03","support",1,2,9,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.0438358768535577,3
"p03","support",1,2,10,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.061247057359664,3
"p03","support",1,2,11,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.071857633592945,3
"p03","support",1,2,12,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.128446613599755,4
"p03","support",1,2,13,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.121159937239805,4
"p03","support",1,2,14,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.0603866755443451,4
"p03","support",1,2,15,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.0473546933166326,4
"p03","support",1,2,16,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.126953399984593,5
"p03","support",1,2,17,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.0903594094716812,5
"p03","support",1,2,18,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.129295101144228,5
"p03","support",1,2,19,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.0915384487294551,5
"p03","support",1,2,20,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.105251780426177,5
"p03","support",1,2,21,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.021465722768774,6
"p03","support",1,2,22,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.0826902154423785,6
"p03","support",1,2,23,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,0.0294461530093955,6
"p03","support",1,2,24,-0.497183757165637,-0.0279153034876434,0.00736895236926642,-0.0264518195642935,0.0169410501142461,-0.0291766245697404,6
"p04","control",0,2,1,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.0120539279024333,1
"p04","control",0,2,2,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.0799661907674264,1
"p04","control",0,2,3,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.0106732100149338,1
"p04","control",0,2,4,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.174683922830765,1
"p04","control",0,2,5,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.145529590886963,2
"p04","control",0,2,6,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.109068567870839,2
"p04","control",0,2,7,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.202451868643437,3
"p04","control",0,2,8,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.193551729690667,2
"p04","control",0,2,9,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.121712836733461,3
"p04","control",0,2,10,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.165948461469574,3
"p04","control",0,2,11,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.0842821187653315,3
"p04","control",0,2,12,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.0776934301422202,4
"p04","control",0,2,13,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.0777806089955839,4
"p04","control",0,2,14,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.0132916123266441,4
"p04","control",0,2,15,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.250511587854159,4
"p04","control",0,2,16,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.127127770886654,5
"p04","control",0,2,17,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.0136264732706678,5
"p04","control",0,2,18,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.13536161677229,6
"p04","control",0,2,19,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.0547246222635389,6
"p04","control",0,2,20,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.132624457414485,6
"p04","control",0,2,21,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.144600992362398,6
"p04","control",0,2,22,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.0347630589798585,7
"p04","control",0,2,23,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.0719942294594,7
"p04","control",0,2,24,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.0708600176301677,7
"p04","support",1,1,1,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.0828025813430711,1
"p04","support",1,1,2,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.00950715528929912,1
"p04","support",1,1,3,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.1755961630224,1
"p04","support",1,1,4,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.00443017702071349,1
"p04","support",1,1,5,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.0217284346640299,2
"p04","support",1,1,6,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.0113799236282038,2
"p04","support",1,1,7,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.0340814210819912,2
"p04","support",1,1,8,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.14096135368372,3
"p04","support",1,1,9,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.0725867270260341,3
"p04","support",1,1,10,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.140418838648015,3
"p04","support",1,1,11,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.0523675293664899,3
"p04","support",1,1,12,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.0520592964583612,4
"p04","support",1,1,13,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.0515526262523735,4
"p04","support",1,1,14,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.159924107023884,4
"p04","support",1,1,15,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.00400775375446226,4
"p04","support",1,1,16,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.176312742541248,5
"p04","support",1,1,17,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.0225283709125672,5
"p04","support",1,1,18,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.225121652798093,5
"p04","support",1,1,19,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.0220455159009215,5
"p04","support",1,1,20,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,-0.0436457000796253,6
"p04","support",1,1,21,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.000864411774309942,6
"p04","support",1,1,22,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.0365856780714193,6
"p04","support",1,1,23,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.0871690586593786,7
"p04","support",1,1,24,-0.469118486220398,0.0164537488552521,-0.118972182095787,-0.00868091043116491,0.0118796663525183,0.182120712601247,7
"p05","control",0,1,1,-0.761023981388327,-0.284248605345732,0.0617860756830853,-0.210360516838099,0.0152546804594561,-0.106239105695379,0
"p05","control",0,1,2,-0.761023981388327,-0.284248605345732,0.0617860756830853,-0.210360516838099,0.0152546804594561,0.0505291540232674,1
"p05","control",0,1,3,-0.761023981388327,-0.284248605345732,0.0617860756830853,-0.210360516838099,0.0152546804594561,-0.124065343431694,0
"p05","control",0,1,4,-0.761023981388327,-0.284248605345732,0.0617860756830853,-0.210360516838099,0.0152546804594561,-0.0656655996564644,1
"p05","control",0,1,5,-0.761023981388327,-0.284248605345732,0.0617860756830853,-0.210360516838099,0.0152546804594561,-0.0597577190829646,1
"p05","control",0,1,6,-0.761023981388327,-0.284248605345732,0.0617860756830853,-0.210360516838099,0.0152546804594561,0.0205201176843134,1
"p05","control",0,1,7,-0.761023981388327,-0.284248605345732,0.0617860756830853,-0.210360516838099,0.0152546804594561,-0.00744302451017755,1
"p05","control",0,1,8,-0.761023981388327,-0.284248605345732,0.0617860756830853,-0.210360516838099,0.0152546804594561,0.140098981532622,1
"p05","control",0,1,9,-0.761023981388327,-0.284248605345732,0.0617860756830853,-0.210360516838099,0.0152546804594561,0.0576984591545331,1
